Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Country,City,Store_Name,Sales_Channel,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Payment_Method,Customer_Rating,Return_Reason,Currency,Inventory_Available
PUMA115598,15/10/2025,C32717,Lauren Harris,Female,56,UAE,Delhi,Puma Dubai,Marketplace,Jackets,Puma T-Shirts 58,SKU315859,8,7926,30,63408,45343.79,18064.21,Net Banking,3,Late Delivery,GBP,805
PUMA103917,4/29/2023,C35761,David Watson,Female,47,USA,Mumbai,PUMA Mumbai,Mobile App,Accessories,Puma Running Shoes 72,SKU397280,5,7889,30,39445,28937.15,10507.85,PayPal,4,Damaged,EUR,164
PUMA132803,9/15/2025,C41587,Cynthia Miles,M,,Germany,Mumbai,PUMA Mumbai,Store,Sports Shoes,Puma Jackets 79,SKU527003,1,8335,15,8335,4772.87,3562.13,UPI,1,Late Delivery,GBP,360
PUMA101463,15/05/2025,C38797,Sara Holder,M,44,Germany,Sydney,PUMA Mumbai,Website,Running Shoes,Puma Accessories 20,SKU628022,6,5280,5,31680,25908.46,5771.54,PayPal,4,Delivered - Not Returned,EUR,26
PUMA149260,25/10/2024,C55067,Ann Freeman,M,54,UK,Bangalore,Puma Dubai,Mobile App,Sports Shoes,Puma Accessories 64,SKU778631,10,6543,25,65430,34070.73,31359.27,Cash,1,Damaged,INR,380
PUMA113704,9/17/2024,C96345,Eric Rodriguez,,56,USA,London,Puma-Mumbai,Store,Accessories,Puma Accessories 21,SKU453766,10,10490,15,104900,75736.48,29163.52,Cash,1,Damaged,AED,689
PUMA100319,9/11/2023,C55164,Brandon Padilla,M,49,France,New York,Puma Dubai,Marketplace,Jackets,Puma Running Shoes 51,SKU865512,1,6376,5,6376,4172.84,2203.16,PayPal,1,Wrong Size,GBP,138
PUMA116623,4/27/2024,C50557,Dr. Jennifer Bennett,M,53,UK,Bangalore,Puma-Mumbai,Marketplace,Running Shoes,Puma Accessories 81,SKU749372,7,4905,15,34335,28415.38,5919.62,Cash,2,,GBP,846
PUMA149794,Sep 29 2024,C57380,Christina Hopkins,Male,37,UAE,NewYork,Puma Delhi,Website,T-Shirts,Puma Running Shoes 18,SKU741562,8,4631,30,37048,29403.34,7644.66,Cash,4,Late Delivery,EUR,753
PUMA130769,10/29/2024,C69665,Cynthia Gray,M,33,India,Paris,Puma Berlin,Mobile App,T-Shirts,Puma Running Shoes 22,SKU185267,6,5666,20,33996,22655.37,11340.63,Cash,,Wrong Size,AED,642
PUMA141634,Feb 09 2025,C22470,Craig Ball,M,25,UAE,Mumbai ,Puma Dubai,Store,Running Shoes,Puma T-Shirts 39,SKU230266,2,5771,25,11542,8324.73,3217.27,PayPal,2,Delivered - Not Returned,GBP,201
PUMA143349,24/10/2025,C35618,Tina Torres,F,35,India,Dubai,PUMA Mumbai,Store,T-Shirts,Puma Sports Shoes 4,SKU661775,10,7633,0,76330,57408.52,18921.48,PayPal,,Changed Mind,AED,1
PUMA106816,Oct 04 2023,C99500,Phillip Smith,Male,40,Germany,Dubai,Puma NYC,Website,Running Shoes,Puma Accessories 40,SKU303070,4,5303,30,21212,15405.69,5806.31,Net Banking,3,Damaged,EUR,872
PUMA130195,29/07/2025,C96022,Patricia Wilcox,,65,UK,Dubai,Puma London,Mobile App,T-Shirts,Puma Accessories 62,SKU734619,10,1363,25,13630,10427.22,3202.78,Card,2,Changed Mind,INR,520
PUMA111755,7/24/2024,C62688,Daniel Crosby,,58,India,Delhi,Puma-Mumbai,Website,T-Shirts,Puma Accessories 21,SKU172028,8,5432,10,43456,34111.45,9344.55,Cash,2,Wrong Size,INR,969
PUMA141591,12/30/2024,C36663,Amanda Patterson,Female,24,UAE,Mumbai,Puma Mumbai,Website,T-Shirts,Puma Running Shoes 66,SKU196601,9,6673,5,60057,31679.23,28377.77,Cash,3,Wrong Size,USD,571
PUMA130319,3/27/2024,C30558,Jennifer Branch,F,26,India,Mumbai,Puma NYC,Website,T-Shirts,Puma Running Shoes 83,SKU780143,6,1318,30,-7908,4561.46,3346.54,Cash,,Delivered - Not Returned,AED,274
PUMA110500,Aug 24 2023,C75793,Isabella Murphy,Male,42,UK,Delhi,Puma London,Mobile App,Running Shoes,Puma T-Shirts 97,SKU633904,10,10614,5,106140,87145.19,18994.81,Cash,2,Damaged,USD,892
PUMA133823,4/12/2025,C29530,Erica Robertson,F,54,Australia,Sydney,Puma Mumbai,Marketplace,T-Shirts,Puma Track Pants 39,SKU579178,6,7167,20,43002,32749.47,10252.53,Card,5,,AED,609
PUMA125326,1/6/2023,C54970,Lori Bailey,Male,26,UK,Delhii,Puma Dubai,Website,Track Pants,Puma Track Pants 38,SKU393191,7,11921,5,83447,68411.14,15035.86,UPI,2,Late Delivery,EUR,376
PUMA113234,6/21/2023,C16675,Matthew Pineda,,18,USA,Berlin,Puma Delhi,Mobile App,Sports Shoes,Puma T-Shirts 93,SKU276668,8,4788,0,38304,28656.43,9647.57,Cash,1,,EUR,916
PUMA141077,Apr 26 2025,C39763,Alexis Huang,F,25,UAE,Mumbai,Puma-Mumbai,Website,Track Pants,Puma T-Shirts 67,SKU859209,6,9838,5,59028,45487.9,13540.1,Cash,5,,EUR,276
PUMA100289,10/1/2025,C81713,Hayden Harris,F,63,UAE,NewYork,Puma Dubai,Website,Jackets,Puma Jackets 73,SKU559163,1,8743,30,8743,5435.24,3307.76,Card,3,Late Delivery,GBP,647
PUMA144150,5/17/2025,C35029,,,37,Germany,Mumbai,Puma-Mumbai,Website,Jackets,Puma Jackets 95,SKU919149,6,3338,30,20028,13877.94,6150.06,Net Banking,3,Changed Mind,GBP,187
PUMA109347,12/10/2023,C35378,Ashley Hudson,F,32,UAE,London,PUMA Mumbai,Website,Track Pants,Puma Accessories 39,SKU199800,9,2869,5,25821,21338.71,4482.29,UPI,3,Changed Mind,INR,232
PUMA133471,28/04/2023,C94595,Mary Hernandez,,60,France,Delhii,Puma Berlin,Mobile App,Jackets,Puma Accessories 91,SKU347932,5,7288,10,36440,25467.82,10972.18,Cash,5,Changed Mind,AED,995
PUMA116924,5/27/2024,C40781,Natalie West,M,58,India,Berlin,Puma Dubai,Store,Accessories,Puma Sports Shoes 40,SKU578246,10,5422,0,54220,30150.26,24069.74,PayPal,2,Damaged,INR,278
PUMA148328,5/14/2025,C52483,,Male,29,UAE,Delhi,PUMA Mumbai,Marketplace,Sports Shoes,Puma Sports Shoes 23,SKU808345,10,2565,5,25650,15381.86,10268.14,UPI,2,Wrong Size,USD,482
PUMA103958,8/5/2025,C55976,Michael Mcknight,F,50,Germany,Mumbai ,PUMA Mumbai,Store,T-Shirts,Puma Jackets 8,SKU790105,9,11233,5,101097,62979.68,38117.32,Cash,5,Late Delivery,GBP,580
PUMA115721,7/16/2025,C74942,Cynthia Frazier,F,55,UK,Bangalore,Puma Mumbai,Marketplace,Accessories,Puma Running Shoes 61,SKU819803,7,769,20,5383,3466.58,1916.42,Card,2,Late Delivery,GBP,217
PUMA106379,11/20/2023,C72325,Michael Harrington,Female,31,France,Bangalore,Puma Mumbai,Store,T-Shirts,Puma Running Shoes 55,SKU729439,3,2924,0,8772,7231.55,1540.45,Net Banking,,Delivered - Not Returned,AED,206
PUMA100531,9/25/2025,C78367,Amanda Williams,M,25,UK,Berlin,Puma Delhi,Mobile App,Accessories,Puma Running Shoes 65,SKU835379,1,11938,10,11938,9810.48,2127.52,Cash,5,Changed Mind,USD,342
PUMA116044,26/12/2023,C85475,Benjamin Schultz DDS,F,47,Australia,Delhi,Puma Dubai,Store,Track Pants,Puma Accessories 19,SKU131428,7,8703,20,60921,37137.6,23783.4,UPI,1,Delivered - Not Returned,EUR,627
PUMA128274,2/14/2024,C46724,Gregory Jones,M,21,Australia,London,Puma NYC,Store,Running Shoes,Puma Jackets 52,SKU119744,6,4714,10,28284,19445.5,8838.5,Card,3,Delivered - Not Returned,USD,47
PUMA115800,3/12/2024,C25544,Jennifer Greer,Male,37,UK,Dubai,Puma Delhi,Website,T-Shirts,Puma Sports Shoes 54,SKU524912,2,3248,30,6496,4099.26,2396.74,UPI,3,,GBP,984
PUMA109573,8/23/2024,C39470,Melissa Alvarez,Female,46,Germany,London,Puma Berlin,Store,Jackets,Puma Track Pants 42,SKU519318,7,2371,25,16597,10310.34,6286.66,Cash,5,Late Delivery,AED,202
PUMA144416,9/14/2024,C88258,William Smith,Male,31,UAE,Bangalore,Puma Mumbai,Website,Running Shoes,Puma Track Pants 50,SKU514609,4,1446,10,5784,2690.48,3093.52,UPI,4,,INR,996
PUMA134984,10/8/2023,C86266,Joshua George,F,34,Australia,Delhii,Puma Dubai,Store,Jackets,Puma Running Shoes 6,SKU475923,4,733,15,2932,1636.84,1295.16,PayPal,4,,AED,500
PUMA121390,1/5/2026,C28786,Lindsey Bell,Male,19,UK,NewYork,Puma Delhi,Marketplace,Accessories,Puma T-Shirts 20,SKU905795,1,5210,5,5210,3734.55,1475.45,Cash,3,Late Delivery,USD,804
PUMA149695,Sep 27 2025,C44128,Kara Clark,,17,UK,Berlin,Puma Delhi,Website,Jackets,Puma T-Shirts 53,SKU501558,9,4513,20,40617,22372.18,18244.82,Card,,Changed Mind,GBP,749
PUMA135862,28/06/2024,C84103,Dominic Mejia,,18,France,New York,Puma NYC,Website,Accessories,Puma Sports Shoes 100,SKU440042,3,5651,10,16953,11201.45,5751.55,Net Banking,1,,AED,4
PUMA103379,5/21/2024,C40482,Richard Brown,Female,36,Australia,Delhii,Puma Delhi,Website,Accessories,Puma Running Shoes 3,SKU889615,4,2586,10,10344,7886.05,2457.95,PayPal,2,Late Delivery,USD,229
PUMA122577,Dec 31 2023,C36552,Sharon Jefferson,F,30,India,Mumbai,Puma Mumbai,Store,Running Shoes,Puma Jackets 19,SKU380875,4,4901,20,19604,10510.51,9093.49,Card,3,,USD,67
PUMA129060,9/12/2025,C81641,William Davis,M,16,UK,Paris,Puma-Mumbai,Marketplace,Running Shoes,Puma T-Shirts 40,SKU464452,2,5626,25,11252,8415.64,2836.36,UPI,1,Changed Mind,AED,851
PUMA121883,4/24/2023,C31366,Phillip Mcgee,,40,Australia,Mumbai,Puma Berlin,Store,Sports Shoes,Puma Sports Shoes 15,SKU913890,7,1856,20,12992,9016.96,3975.04,Card,2,Changed Mind,USD,125
PUMA132789,Sep 02 2025,C41582,,Female,55,Germany,London,PUMA Mumbai,Mobile App,Accessories,Puma T-Shirts 1,SKU289025,8,11171,15,89368,52251.41,37116.59,Cash,5,Late Delivery,EUR,473
PUMA125071,6/29/2025,C17849,Joshua Richards,Male,37,USA,Paris,Puma Mumbai,Marketplace,Track Pants,Puma Sports Shoes 84,SKU669812,3,8458,15,25374,18723.3,6650.7,UPI,4,Damaged,EUR,918
PUMA146323,7/24/2023,C11663,Michael Velasquez,F,34,India,Paris,PUMA Mumbai,Mobile App,Jackets,Puma Accessories 18,SKU228994,2,11396,30,22792,15785.57,7006.43,PayPal,2,,AED,533
PUMA146580,9/10/2024,C50174,Paul Munoz,F,,Australia,Delhi,Puma Dubai,Store,Accessories,Puma Accessories 61,SKU592405,8,8857,30,70856,32958.07,37897.93,UPI,1,Delivered - Not Returned,GBP,769
PUMA105285,8/3/2025,C84135,Nicholas Williams,Male,19,Australia,Mumbai ,Puma-Mumbai,Mobile App,T-Shirts,Puma Running Shoes 64,SKU265393,9,1435,30,12915,5913.99,7001.01,PayPal,4,Wrong Size,USD,899
PUMA101221,8/9/2023,C85928,Breanna Galloway,Female,50,USA,New York,Puma Berlin,Website,Sports Shoes,Puma Running Shoes 39,SKU476281,4,3575,5,14300,11488.66,2811.34,UPI,2,Delivered - Not Returned,USD,658
PUMA114916,12/13/2023,C62234,Jennifer Jenkins,,38,USA,Delhi,Puma Dubai,Marketplace,Jackets,Puma Sports Shoes 46,SKU559565,2,3186,20,6372,2966.48,3405.52,Net Banking,,Wrong Size,USD,105
PUMA120542,Aug 08 2025,C64580,Christina Sanchez,,,UAE,Delhi,Puma Berlin,Website,T-Shirts,Puma Track Pants 35,SKU133450,4,8196,25,32784,19455.6,13328.4,Net Banking,5,,AED,629
PUMA116368,17/08/2023,C63501,Daniel Charles,,59,UK,Bangalore,Puma-Mumbai,Website,Track Pants,Puma Running Shoes 1,SKU182657,10,7273,0,72730,55595.23,17134.77,PayPal,1,,GBP,361
PUMA124772,9/1/2023,C76433,Brandon Ross,Female,17,USA,Paris,Puma Mumbai,Mobile App,Accessories,Puma Sports Shoes 2,SKU936408,5,6479,15,32395,19991.17,12403.83,PayPal,2,Late Delivery,INR,20
PUMA136783,17/02/2024,C61239,John Sandoval,F,46,USA,NewYork,Puma Dubai,Website,Running Shoes,Puma Track Pants 59,SKU601873,7,2453,15,17171,8970.65,8200.35,UPI,3,,AED,571
PUMA114302,2/22/2024,C17892,Rebecca Mitchell,Male,55,India,Berlin,Puma Delhi,Store,Accessories,Puma Running Shoes 94,SKU678513,7,943,20,6601,4324.04,2276.96,UPI,3,Wrong Size,GBP,300
PUMA109354,10/5/2025,C65740,Seth Sullivan,M,21,UK,Mumbai ,PUMA Mumbai,Marketplace,Running Shoes,Puma Running Shoes 97,SKU626986,6,6895,10,41370,20075.99,21294.01,PayPal,5,Delivered - Not Returned,USD,372
PUMA148697,8/1/2025,C18844,Melissa Guerra PhD,M,61,UK,Bangalore,PUMA Mumbai,Website,Accessories,Puma T-Shirts 18,SKU765986,5,4892,30,24460,13736.8,10723.2,PayPal,4,Late Delivery,GBP,154
PUMA141926,4/1/2025,C90392,Elizabeth Vasquez,,38,France,Paris,Puma-Mumbai,Website,T-Shirts,Puma Track Pants 41,SKU665234,7,3395,15,23765,11681.03,12083.97,UPI,2,,USD,576
PUMA100262,3/21/2023,C78514,Donna Hernandez,Female,19,UAE,Dubai,Puma Mumbai,Mobile App,Jackets,Puma Sports Shoes 23,SKU197414,7,6913,30,48391,40879.37,7511.63,PayPal,2,Late Delivery,GBP,452
PUMA149363,15/02/2024,C25269,Christopher Chavez,,,UK,Bangalore,PUMA Mumbai,Marketplace,Sports Shoes,Puma Sports Shoes 74,SKU193370,6,6243,20,37458,18909.75,18548.25,Cash,4,,EUR,245
PUMA126623,12/21/2025,C19840,Christopher Bautista,Female,,Germany,Bangalore,Puma Dubai,Marketplace,Sports Shoes,Puma Jackets 21,SKU919741,4,1933,5,7732,4092.27,3639.73,UPI,,Wrong Size,EUR,379
PUMA149382,28/03/2023,C89485,Timothy Ross,Male,45,Australia,Berlin,Puma-Mumbai,Marketplace,T-Shirts,Puma Track Pants 48,SKU554199,8,10003,5,80024,51454.5,28569.5,Card,5,Late Delivery,GBP,365
PUMA133063,6/8/2025,C47016,Kayla Mejia,M,35,UAE,New York,Puma Berlin,Marketplace,Running Shoes,Puma T-Shirts 44,SKU237527,1,6499,25,6499,5091.06,1407.94,Net Banking,,,EUR,128
PUMA145316,7/16/2025,C82854,Elizabeth Nguyen,M,30,India,Sydney,PUMA Mumbai,Mobile App,Accessories,Puma Accessories 84,SKU327027,9,9224,0,83016,39459.74,43556.26,Net Banking,5,Damaged,INR,958
PUMA112773,Jan 09 2023,C95784,Cheyenne Moore,Female,44,Australia,Mumbai,Puma Dubai,Marketplace,Jackets,Puma Sports Shoes 39,SKU825324,7,6603,0,46221,27787.75,18433.25,UPI,4,Wrong Size,GBP,303
PUMA107509,5/28/2025,C60519,Stephen Alvarez,,35,UAE,Sydney,Puma-Mumbai,Mobile App,Jackets,Puma Sports Shoes 34,SKU420024,9,8848,15,79632,63936.71,15695.29,Cash,3,,INR,948
PUMA139191,Sep 27 2024,C84758,Joel Owens,,19,India,Berlin,Puma-Mumbai,Store,Jackets,Puma T-Shirts 70,SKU663585,6,10415,20,62490,49706.09,12783.91,Card,,Damaged,AED,652
PUMA135196,1/30/2023,C74276,Tasha Mason,F,15,Australia,Sydney,Puma-Mumbai,Store,Accessories,Puma Accessories 6,SKU331825,5,3623,0,18115,8632.48,9482.52,UPI,2,Late Delivery,AED,117
PUMA115391,6/2/2023,C65939,Elizabeth Phillips,Male,51,UK,Sydney,Puma Mumbai,Marketplace,Running Shoes,Puma Track Pants 99,SKU991321,4,3911,30,15644,9287.2,6356.8,Card,4,,USD,469
PUMA101712,7/17/2023,C42799,Thomas Price,,53,USA,Bangalore,Puma NYC,Store,Track Pants,Puma Track Pants 88,SKU356129,9,2177,20,19593,13786.15,5806.85,PayPal,1,,USD,15
PUMA123295,29/11/2024,C17481,Steven Odonnell,M,36,France,NewYork,Puma Mumbai,Marketplace,T-Shirts,Puma Running Shoes 16,SKU863311,4,10548,10,42192,22089.77,20102.23,Net Banking,2,Wrong Size,INR,819
PUMA145114,May 13 2023,C65831,Katherine Knight,F,62,India,Mumbai ,PUMA Mumbai,Mobile App,Jackets,Puma Running Shoes 34,SKU434892,3,4700,30,14100,9917.83,4182.17,Cash,1,Delivered - Not Returned,EUR,304
PUMA149745,24/06/2025,C50110,Danielle Wang,Male,42,India,New York,Puma Dubai,Mobile App,T-Shirts,Puma T-Shirts 85,SKU161912,3,8367,25,25101,18254.62,6846.38,PayPal,,Changed Mind,EUR,920
PUMA124197,9/13/2025,C11104,Brenda Perez,Female,63,USA,Paris,Puma-Mumbai,Website,Sports Shoes,Puma Track Pants 89,SKU827807,6,3134,5,18804,12027.19,6776.81,UPI,1,Delivered - Not Returned,INR,481
PUMA130213,7/10/2025,C14092,Meredith Wilson,Male,40,UAE,New York,Puma Mumbai,Store,Running Shoes,Puma Jackets 55,SKU926685,3,6573,25,19719,9927.17,9791.83,Net Banking,5,,GBP,933
PUMA106517,5/19/2023,C94221,Emily Calderon,Male,59,Australia,Delhi,Puma London,Website,Sports Shoes,Puma Jackets 24,SKU865445,5,6220,25,31100,25590.67,5509.33,Net Banking,5,Delivered - Not Returned,AED,998
PUMA148326,4/1/2023,C41017,Kimberly Moses,F,21,France,Delhii,Puma-Mumbai,Website,Sports Shoes,Puma Accessories 98,SKU474929,7,2622,0,18354,12630.51,5723.49,Cash,3,,INR,39
PUMA114311,19/11/2024,C87085,Jon Watson,Female,63,Germany,NewYork,PUMA Mumbai,Mobile App,Sports Shoes,Puma Sports Shoes 45,SKU187973,2,8734,20,17468,13425.22,4042.78,PayPal,4,Delivered - Not Returned,INR,373
PUMA112039,13/02/2024,C96548,Jennifer Brown,M,50,India,Dubai,Puma London,Marketplace,Track Pants,Puma Track Pants 40,SKU536866,5,11634,0,58170,42224.84,15945.16,PayPal,3,Delivered - Not Returned,GBP,877
PUMA109496,Nov 28 2025,C13832,Lauren David,F,,Australia,Dubai,Puma Dubai,Store,Sports Shoes,Puma Sports Shoes 24,SKU485688,7,3310,20,-23170,17615.15,5554.85,Net Banking,1,Changed Mind,AED,816
PUMA144530,1/18/2023,C30574,Vincent Huber,Female,60,UAE,Bangalore,Puma-Mumbai,Marketplace,Accessories,Puma Accessories 93,SKU952943,7,11835,15,82845,53793.93,29051.07,Cash,1,,EUR,901
PUMA147902,9/27/2024,C57328,Scott Arnold,,40,Australia,Sydney,Puma Delhi,Store,T-Shirts,Puma Running Shoes 78,SKU727261,3,3654,5,10962,7638.73,3323.27,UPI,4,Damaged,USD,436
PUMA128023,12/24/2025,C60277,Barbara Joseph,Female,57,USA,Berlin,Puma NYC,Store,Running Shoes,Puma Accessories 40,SKU713331,3,7675,25,23025,15773,7252,PayPal,2,,EUR,46
PUMA139595,May 07 2023,C68277,Brandon Johnson,Female,53,UK,Bangalore,Puma-Mumbai,Marketplace,Jackets,Puma Jackets 22,SKU939690,9,7570,5,68130,56751.58,11378.42,Cash,3,Late Delivery,EUR,461
PUMA106603,1/11/2023,C38263,Christina Moore,Female,34,Australia,NewYork,PUMA Mumbai,Store,T-Shirts,Puma Sports Shoes 90,SKU570970,6,2520,25,15120,10827.71,4292.29,UPI,3,Late Delivery,INR,522
PUMA108982,Jun 22 2024,C18185,Jamie Christensen,Male,34,UK,Bangalore,Puma Berlin,Mobile App,Jackets,Puma Accessories 14,SKU924538,7,6483,25,45381,32594.13,12786.87,Card,1,Delivered - Not Returned,USD,712
PUMA100459,Mar 26 2023,C24903,Timothy Erickson,F,19,UAE,London,Puma Mumbai,Store,Running Shoes,Puma Track Pants 84,SKU428945,7,1527,25,10689,7177.73,3511.27,Cash,4,Late Delivery,INR,384
PUMA145837,3/19/2025,C70103,Lisa Perez,Male,61,UAE,Paris,Puma Mumbai,Store,Jackets,Puma Sports Shoes 22,SKU445391,9,5572,10,50148,37841.1,12306.9,UPI,4,Wrong Size,GBP,468
PUMA129891,8/21/2024,C93235,Keith Williams,F,56,USA,NewYork,Puma Delhi,Mobile App,Track Pants,Puma Accessories 79,SKU881308,2,1530,0,3060,1783.71,1276.29,UPI,4,Late Delivery,AED,726
PUMA128631,9/4/2023,C44696,Richard Estrada,M,34,USA,Paris,Puma Delhi,Store,Accessories,Puma Track Pants 93,SKU357491,6,11582,20,69492,51844.97,17647.03,UPI,1,,AED,930
PUMA147432,26/07/2023,C22500,Gary Nelson,,55,UAE,Delhi,Puma Berlin,Store,T-Shirts,Puma Accessories 67,SKU514398,1,7940,30,7940,4371.33,3568.67,Cash,2,Late Delivery,GBP,83
PUMA137071,1/12/2025,C96261,Jordan Jones,Male,49,Germany,NewYork,Puma Mumbai,Mobile App,T-Shirts,Puma Sports Shoes 96,SKU685175,6,5023,30,30138,18268.19,11869.81,PayPal,1,Changed Mind,EUR,122
PUMA107984,Sep 04 2024,C12587,Cathy Murray,,31,UAE,Delhii,PUMA Mumbai,Store,Sports Shoes,Puma Accessories 45,SKU158371,1,2932,10,2932,1436.53,1495.47,UPI,1,,GBP,697
PUMA124856,6/6/2024,C98251,Amy Steele,,30,USA,New York,Puma Delhi,Website,Accessories,Puma Sports Shoes 86,SKU958222,9,10476,0,94284,51591.62,42692.38,PayPal,5,Changed Mind,EUR,870
PUMA116532,20/07/2024,C40638,Larry Hall,F,28,France,NewYork,Puma London,Mobile App,Accessories,Puma Track Pants 9,SKU696138,8,11602,5,92816,60813.39,32002.61,Cash,3,,AED,894
PUMA110333,6/20/2023,C41077,Michele Armstrong,M,53,USA,Dubai,Puma Mumbai,Website,Jackets,Puma Running Shoes 98,SKU674028,9,7512,10,67608,52251.95,15356.05,Cash,5,Late Delivery,USD,603
PUMA125698,Jan 02 2025,C36868,Peter Russell,M,59,UK,Delhii,Puma Delhi,Website,Track Pants,Puma Accessories 18,SKU937678,10,8877,30,88770,40812.13,47957.87,Cash,,Damaged,GBP,705
PUMA109942,Nov 28 2025,C43086,Patrick Martin,F,43,India,Paris,Puma Berlin,Mobile App,Accessories,Puma T-Shirts 91,SKU167944,5,3137,25,15685,10602.11,5082.89,UPI,4,Changed Mind,INR,432
PUMA140078,Oct 05 2023,C45249,Lynn Taylor,Female,16,USA,London,Puma Berlin,Marketplace,T-Shirts,Puma Accessories 68,SKU674312,2,3096,25,6192,3703.56,2488.44,Card,5,Late Delivery,GBP,396
PUMA148431,12/5/2024,C53330,Tracy Roberts,M,29,France,Delhii,Puma NYC,Store,Sports Shoes,Puma Sports Shoes 83,SKU223962,5,11482,20,57410,46292.31,11117.69,Cash,5,Late Delivery,INR,608
PUMA107737,5/27/2023,C86512,,M,48,USA,Delhii,Puma-Mumbai,Marketplace,Jackets,Puma Jackets 10,SKU142297,4,5908,20,23632,14710.79,8921.21,UPI,4,Changed Mind,AED,407
PUMA148672,29/04/2024,C95231,Kathleen Smith,Female,15,USA,Paris,Puma NYC,Store,Running Shoes,Puma T-Shirts 44,SKU150339,5,10821,25,54105,25208.85,28896.15,Cash,1,Damaged,EUR,692
PUMA103226,1/19/2025,C82929,Robin Patrick,,53,France,Berlin,Puma Mumbai,Mobile App,Track Pants,Puma Sports Shoes 49,SKU880875,4,947,15,3788,2689.73,1098.27,Card,4,Wrong Size,USD,948
PUMA148802,17/01/2025,C33961,Tammy Rodriguez,Female,21,UK,Delhii,Puma Mumbai,Website,Running Shoes,Puma Running Shoes 8,SKU172654,8,8955,15,71640,49181.21,22458.79,Card,1,,USD,60
PUMA140975,11/3/2024,C48725,Megan Phillips,Female,51,UK,NewYork,Puma-Mumbai,Store,T-Shirts,Puma Running Shoes 36,SKU935861,6,8757,25,52542,27176.4,25365.6,UPI,3,Changed Mind,AED,243
PUMA126022,1/5/2025,C83742,Gina Roach,Male,34,Australia,New York,PUMA Mumbai,Website,Track Pants,Puma Sports Shoes 48,SKU234602,6,11506,25,69036,34790.94,34245.06,Card,3,Delivered - Not Returned,USD,806
PUMA122616,5/4/2025,C83882,Colin Miller,M,42,Germany,Mumbai,Puma London,Mobile App,T-Shirts,Puma T-Shirts 39,SKU632490,2,6104,10,12208,9027.5,3180.5,Net Banking,4,,AED,499
PUMA139095,Sep 28 2024,C45793,Molly Roberts,,54,Australia,New York,Puma Delhi,Marketplace,Jackets,Puma Track Pants 41,SKU624455,5,3011,0,-15055,7636.51,7418.49,UPI,,Wrong Size,GBP,817
PUMA106057,1/25/2024,C73345,Adam Davis,,38,USA,Berlin,Puma Berlin,Store,Accessories,Puma T-Shirts 9,SKU910962,1,3839,15,3839,1728.5,2110.5,PayPal,,Wrong Size,USD,349
PUMA138100,10/7/2023,C88310,David Davis MD,Female,51,UAE,New York,Puma Berlin,Marketplace,T-Shirts,Puma Jackets 51,SKU219920,10,6024,10,60240,48991,11249,Net Banking,,,USD,396
PUMA144921,23/01/2025,C95746,Jason Johnson,F,65,USA,Sydney,Puma Dubai,Mobile App,Sports Shoes,Puma T-Shirts 24,SKU434904,9,2692,0,24228,20493.25,3734.75,PayPal,5,Changed Mind,EUR,335
PUMA142166,7/15/2024,C46737,Jamie Collins,F,61,France,New York,Puma London,Store,Running Shoes,Puma T-Shirts 76,SKU181346,9,4606,20,41454,34931.22,6522.78,PayPal,4,Late Delivery,GBP,837
PUMA119444,Jun 09 2025,C71278,Tammy Young,F,37,Germany,New York,Puma NYC,Store,Accessories,Puma Running Shoes 84,SKU195192,5,1571,10,7855,6172.08,1682.92,UPI,,Delivered - Not Returned,INR,749
PUMA136079,8/16/2025,C61980,Steven Rodriguez,Female,17,UAE,Delhii,Puma Delhi,Marketplace,Track Pants,Puma Running Shoes 72,SKU499155,2,7434,0,14868,9242.89,5625.11,Net Banking,3,Wrong Size,GBP,937
PUMA142403,29/06/2025,C42682,Briana Flynn,Female,61,UK,Mumbai,Puma Mumbai,Mobile App,Running Shoes,Puma Track Pants 25,SKU136924,5,7806,5,39030,22522.28,16507.72,Card,4,Delivered - Not Returned,EUR,571
PUMA135669,4/21/2023,C11704,Troy Fuller,Female,57,UAE,Berlin,Puma London,Store,Jackets,Puma Accessories 31,SKU969706,5,9626,0,48130,34509.77,13620.23,PayPal,2,Damaged,GBP,900
PUMA142856,5/25/2023,C68733,Cynthia Campbell,Male,33,UK,Mumbai ,Puma Mumbai,Marketplace,Sports Shoes,Puma Running Shoes 57,SKU269414,2,5037,25,10074,4639.14,5434.86,UPI,5,,INR,797
PUMA137611,12/28/2023,C88133,Sylvia Johnson,Female,18,UAE,Mumbai ,Puma Delhi,Mobile App,Jackets,Puma Running Shoes 67,SKU595680,5,7127,25,35635,19312.06,16322.94,Card,,,EUR,162
PUMA141083,Nov 09 2023,C66087,,F,34,UK,NewYork,Puma Dubai,Mobile App,Track Pants,Puma T-Shirts 18,SKU827252,10,7821,10,78210,51330.76,26879.24,PayPal,5,Late Delivery,INR,500
PUMA112108,24/03/2024,C90528,Derek Short,Female,40,Germany,Paris,Puma Dubai,Website,Track Pants,Puma Track Pants 74,SKU475298,2,9492,30,18984,10130.63,8853.37,UPI,5,Damaged,EUR,613
