Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Country,City,Store_Name,Sales_Channel,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Cost,Payment_Method,Customer_Rating,Return_Reason,Currency,Inventory_Available,Revenue,Profit
PUMA107501,2024-11-06,C23865,Victor Parker,Female,61,India,Delhi,Puma NYC,Store,Accessories,Puma Jackets 80,SKU359442,1,2170.0,1071.96,Net Banking,5.0,Damaged,USD,835,2170.0,1098.04
PUMA114634,2024-09-04,C56537,Michael Allen,Female,61,France,New York,Puma Berlin,Mobile App,T-Shirts,Puma Track Pants 82,SKU186797,7,3896.0,13164.25,UPI,4.0,Not Specified,AED,672,27272.0,14107.75
PUMA124194,2023-06-29,C16173,James Moreno,Female,29,UK,Mumbai,Puma NYC,Mobile App,Sports Shoes,Puma Accessories 46,SKU733807,1,5108.0,2500.43,Net Banking,4.0,Late Delivery,EUR,378,5108.0,2607.57
PUMA147707,2024-12-14,C50980,Sarah Torres,Female,43,USA,Bangalore,Puma Dubai,Store,Track Pants,Puma Running Shoes 39,SKU102807,1,2162.0,1789.21,Net Banking,3.0,Late Delivery,INR,538,2162.0,372.79
PUMA134931,2023-11-10,C42700,David Schultz,Male,61,UK,Bangalore,Puma NYC,Marketplace,Running Shoes,Puma Sports Shoes 78,SKU513707,3,2442.0,3718.35,Net Banking,4.0,Damaged,USD,956,7326.0,3607.65
PUMA142608,2023-12-26,C51629,Zachary Salazar,Female,62,USA,Delhi,Puma Berlin,Marketplace,Track Pants,Puma Accessories 30,SKU934154,3,1598.0,2228.96,Cash,4.0,Delivered - Not Returned,INR,747,4794.0,2565.04
PUMA120895,2024-07-08,C24579,Robert Thomas,Female,43,UAE,Paris,Puma Mumbai,Store,Track Pants,Puma Accessories 2,SKU988624,8,2603.0,17188.66,PayPal,4.0,Changed Mind,USD,852,20824.0,3635.34
PUMA119035,2023-10-21,C63667,Jimmy Wright,Male,36,India,Mumbai,Puma Mumbai,Mobile App,Track Pants,Puma Sports Shoes 27,SKU272419,2,3609.0,3336.5,Card,1.0,Late Delivery,GBP,325,7218.0,3881.5
PUMA105537,2025-07-25,C73619,Sean Swanson,Female,64,UK,Paris,Puma London,Mobile App,Track Pants,Puma Track Pants 14,SKU816435,2,3320.0,4638.54,Card,1.0,Wrong Size,INR,50,6640.0,2001.46
PUMA146311,2024-03-27,C38871,Mr. Eric Clarke,Female,61,Australia,London,Puma Mumbai,Mobile App,Accessories,Puma Sports Shoes 50,SKU708886,7,2950.0,9992.73,UPI,4.0,Delivered - Not Returned,USD,526,20650.0,10657.27
PUMA127087,2025-05-05,C68586,Dean Wilkinson,Female,21,UAE,Paris,Puma Delhi,Marketplace,Track Pants,Puma T-Shirts 91,SKU286023,10,7942.0,59610.38,PayPal,5.0,Not Specified,INR,583,79420.0,19809.62
PUMA121900,2025-07-03,C69268,Eric Ray,Female,55,UAE,New York,Puma Delhi,Store,Sports Shoes,Puma Running Shoes 15,SKU422639,6,11046.0,40067.86,Net Banking,5.0,Changed Mind,USD,337,66276.0,26208.14
PUMA119161,2023-09-04,C33854,Jacob Dawson,Male,19,Australia,Bangalore,Puma Mumbai,Store,Jackets,Puma Running Shoes 12,SKU316586,5,3780.0,12290.97,Card,1.0,Damaged,INR,648,18900.0,6609.03
PUMA109652,2024-02-06,C77916,Jason Campbell,Female,33,UK,Bangalore,Puma Mumbai,Store,Running Shoes,Puma T-Shirts 86,SKU208673,3,7675.0,17446.0,Card,4.0,Not Specified,USD,996,23025.0,5579.0
PUMA108774,2023-09-19,C98852,Robert Smith,Female,60,UAE,Berlin,Puma Dubai,Mobile App,Track Pants,Puma T-Shirts 50,SKU524608,7,6278.0,35011.92,UPI,4.0,Wrong Size,AED,869,43946.0,8934.08
PUMA137931,2024-03-24,C90119,Kayla Mclaughlin,Male,36,India,Dubai,Puma London,Store,T-Shirts,Puma Accessories 30,SKU881127,2,8273.0,9111.78,PayPal,4.0,Late Delivery,AED,369,16546.0,7434.22
PUMA106956,2023-01-19,C61199,Donald Watson,Male,62,UK,Dubai,Puma London,Marketplace,T-Shirts,Puma Jackets 17,SKU998517,10,5661.0,32747.35,UPI,3.0,Not Specified,INR,591,56610.0,23862.65
PUMA142065,2025-08-21,C57906,Joseph Robinson,Male,61,Australia,Delhi,Puma Berlin,Marketplace,Track Pants,Puma Jackets 18,SKU822203,6,9076.0,37728.77,UPI,1.0,Not Specified,AED,798,54456.0,16727.23
PUMA110539,2025-12-25,C44093,Nathaniel Brown,Male,57,India,Sydney,Puma London,Marketplace,Jackets,Puma Running Shoes 80,SKU469869,5,6010.0,20367.25,Cash,4.0,Changed Mind,EUR,386,30050.0,9682.75
PUMA100922,2025-06-24,C92504,Unknown,Male,53,UAE,Sydney,Puma Mumbai,Marketplace,Accessories,Puma Accessories 69,SKU506339,7,2667.0,13757.93,PayPal,1.0,Late Delivery,AED,400,18669.0,4911.07
PUMA142736,2023-02-09,C46349,Cheryl Flores,Female,45,India,Delhi,Puma Berlin,Website,Accessories,Puma Running Shoes 48,SKU757116,6,3803.0,16891.82,Card,4.0,Not Specified,EUR,497,22818.0,5926.18
PUMA118127,2025-10-29,C18576,Andrew Boyle,Female,35,UAE,Delhi,Puma Mumbai,Store,Accessories,Puma T-Shirts 22,SKU858798,7,6844.0,34742.44,Cash,4.0,Damaged,INR,563,47908.0,13165.56
PUMA126797,2024-04-24,C86433,Tonya Branch,Female,29,India,Berlin,Puma Dubai,Website,T-Shirts,Puma T-Shirts 89,SKU663230,7,8346.0,38792.97,Cash,1.0,Wrong Size,INR,701,58422.0,19629.03
PUMA132888,2025-11-14,C95537,Edward Thomas,Female,17,Australia,Delhi,Puma Mumbai,Marketplace,Running Shoes,Puma Accessories 1,SKU590476,3,2574.0,5298.48,Cash,1.0,Delivered - Not Returned,AED,828,7722.0,2423.52
PUMA126233,2024-01-16,C39800,Wesley York,Male,24,USA,Paris,Puma Delhi,Store,Track Pants,Puma Jackets 39,SKU264827,3,1327.0,3370.27,PayPal,1.0,Changed Mind,AED,565,3981.0,610.73
PUMA142943,2025-10-29,C13282,Dan Herrera,Female,36,USA,Delhi,Puma Mumbai,Marketplace,Track Pants,Puma Running Shoes 68,SKU896980,4,3585.0,11112.85,Card,4.0,Wrong Size,USD,333,14340.0,3227.15
PUMA149125,2025-05-08,C84336,Jacqueline Carpenter,Male,20,Germany,Bangalore,Puma Berlin,Store,Sports Shoes,Puma Track Pants 90,SKU937044,9,6509.0,31603.49,PayPal,5.0,Delivered - Not Returned,USD,353,58581.0,26977.51
PUMA145150,2025-06-28,C16229,Trevor Myers,Female,22,UAE,Mumbai ,Puma Delhi,Store,Track Pants,Puma Track Pants 14,SKU406289,7,9897.0,42838.83,UPI,1.0,Wrong Size,EUR,858,69279.0,26440.17
PUMA109558,2024-09-02,C83625,Troy David,Male,62,USA,Delhi,Puma Mumbai,Store,Running Shoes,Puma Sports Shoes 53,SKU987403,1,11825.0,5468.12,Net Banking,5.0,Changed Mind,INR,761,11825.0,6356.88
PUMA123205,2023-03-27,C90353,Dana Jackson,Female,53,USA,Delhi,Puma Berlin,Marketplace,T-Shirts,Puma Accessories 28,SKU138865,6,5638.0,18472.97,PayPal,4.0,Late Delivery,GBP,206,33828.0,15355.03
PUMA130522,2025-09-16,C65099,Angela Mcclure,Male,61,UK,Berlin,Puma Mumbai,Store,Jackets,Puma T-Shirts 14,SKU347972,8,8885.0,44094.5,Net Banking,4.0,Delivered - Not Returned,AED,84,71080.0,26985.5
PUMA146262,2023-01-06,C26836,Sally Oneal,Male,58,USA,Mumbai,Puma Mumbai,Website,T-Shirts,Puma Sports Shoes 39,SKU325883,5,8486.0,19294.02,PayPal,5.0,Delivered - Not Returned,INR,324,42430.0,23135.98
PUMA101088,2025-11-12,C90841,Jordan Baker,Female,37,UAE,Sydney,Puma Mumbai,Mobile App,T-Shirts,Puma Running Shoes 93,SKU632845,7,8651.0,28451.2,PayPal,1.0,Wrong Size,INR,358,60557.0,32105.8
PUMA141230,2025-04-08,C64104,David Gilbert,Male,65,India,London,Puma Delhi,Website,Track Pants,Puma Jackets 63,SKU724733,7,10410.0,61105.28,UPI,4.0,Late Delivery,USD,448,72870.0,11764.72
PUMA106235,2023-06-25,C58379,Justin Nielsen,Female,16,UK,Paris,Puma Berlin,Store,Track Pants,Puma Track Pants 7,SKU729278,9,4639.0,29764.99,Cash,4.0,Not Specified,AED,40,41751.0,11986.01
PUMA100858,2025-02-20,C45838,Derrick Rodriguez,Female,46,UAE,Mumbai ,Puma Delhi,Website,Track Pants,Puma Running Shoes 9,SKU869848,10,4119.0,33333.9,Net Banking,4.0,Not Specified,USD,582,41190.0,7856.1
PUMA120875,2025-04-24,C80782,Jeffrey Miller,Female,36,Australia,Berlin,Puma Dubai,Store,Accessories,Puma Jackets 76,SKU931937,4,10706.0,20428.51,Cash,4.0,Delivered - Not Returned,USD,600,42824.0,22395.49
PUMA139871,2023-09-29,C57926,Charles Byrd,Female,22,UAE,London,Puma Berlin,Marketplace,Track Pants,Puma Running Shoes 19,SKU843444,9,2658.0,14642.58,Cash,4.0,Changed Mind,INR,749,23922.0,9279.42
PUMA139909,2025-07-13,C84733,Brandon Boone,Female,45,UAE,Berlin,Puma Mumbai,Website,Running Shoes,Puma Accessories 27,SKU978131,9,11539.0,58865.87,Cash,5.0,Wrong Size,GBP,172,103851.0,44985.13
PUMA124884,2023-12-11,C53680,Daniel Morgan,Female,29,Germany,Sydney,Puma Mumbai,Website,Track Pants,Puma Accessories 26,SKU808446,8,4510.0,27688.53,Net Banking,4.0,Delivered - Not Returned,INR,934,36080.0,8391.47
PUMA126544,2023-08-24,C98384,Scott Hendricks,Female,35,USA,Berlin,Puma Delhi,Mobile App,Running Shoes,Puma Sports Shoes 89,SKU232667,5,1408.0,4626.95,Cash,4.0,Not Specified,USD,399,7040.0,2413.05
PUMA125995,2023-01-04,C46464,Unknown,Male,61,Germany,London,Puma NYC,Mobile App,T-Shirts,Puma Track Pants 95,SKU372123,7,10021.0,36303.48,Net Banking,2.0,Damaged,INR,823,70147.0,33843.52
PUMA101152,2024-06-02,C91273,Elizabeth West,Male,59,India,Dubai,Puma Delhi,Mobile App,Sports Shoes,Puma Accessories 88,SKU389211,9,10220.0,69208.08,PayPal,4.0,Not Specified,USD,904,91980.0,22771.92
PUMA128801,2024-10-07,C48165,Katelyn Powell,Male,25,Australia,Berlin,Puma Mumbai,Mobile App,T-Shirts,Puma Sports Shoes 91,SKU475355,2,6535.0,10394.43,UPI,4.0,Delivered - Not Returned,EUR,338,13070.0,2675.57
PUMA105269,2025-11-04,C17714,Amanda Hebert,Male,55,India,New York,Puma Delhi,Website,Accessories,Puma Running Shoes 95,SKU244058,3,5916.0,12596.98,Net Banking,4.0,Changed Mind,EUR,493,17748.0,5151.02
PUMA105829,2023-09-22,C13138,Audrey Harris,Female,40,France,Bangalore,Puma Mumbai,Marketplace,Sports Shoes,Puma Accessories 42,SKU740628,5,580.0,1479.53,UPI,4.0,Late Delivery,INR,802,2900.0,1420.47
PUMA104245,2025-03-23,C50685,Caitlin Smith,Male,39,Australia,Berlin,Puma Mumbai,Website,Jackets,Puma Accessories 92,SKU691755,1,11064.0,8400.35,Cash,2.0,Wrong Size,AED,547,11064.0,2663.65
PUMA134044,2025-12-11,C36001,Dr. Mark Weber,Female,39,UAE,New York,Puma Mumbai,Mobile App,Track Pants,Puma Jackets 82,SKU512918,2,8149.0,8518.6,Card,1.0,Damaged,AED,325,16298.0,7779.4
PUMA125649,2025-12-04,C29779,Jill Elliott,Female,63,UAE,Paris,Puma London,Mobile App,Accessories,Puma Sports Shoes 1,SKU752531,5,8138.0,27712.87,UPI,2.0,Not Specified,AED,897,40690.0,12977.13
PUMA106673,2025-08-06,C96790,Shannon Paul,Male,50,France,Sydney,Puma NYC,Mobile App,Accessories,Puma Accessories 100,SKU531764,7,3878.0,15021.53,PayPal,4.0,Damaged,AED,56,27146.0,12124.47
PUMA128692,2025-03-26,C29280,Autumn Sims,Female,39,Australia,New York,Puma Mumbai,Store,T-Shirts,Puma Sports Shoes 95,SKU715941,1,7751.0,3688.77,UPI,4.0,Not Specified,USD,709,7751.0,4062.23
PUMA131369,2025-09-14,C80335,Michelle Smith,Male,35,USA,Dubai,Puma London,Mobile App,T-Shirts,Puma Sports Shoes 60,SKU956026,2,4706.0,7272.1,Net Banking,4.0,Not Specified,AED,160,9412.0,2139.9
PUMA134090,2023-04-18,C98985,Robert Krause,Female,27,USA,Dubai,Puma Berlin,Website,Sports Shoes,Puma Track Pants 69,SKU958070,1,8082.0,6504.73,Card,4.0,Not Specified,INR,234,8082.0,1577.27
PUMA146684,2024-02-27,C76162,Samantha Friedman,Male,33,USA,Mumbai ,Puma Mumbai,Marketplace,Accessories,Puma Track Pants 53,SKU896371,5,6464.0,24341.49,UPI,4.0,Late Delivery,EUR,672,32320.0,7978.51
PUMA114585,2024-08-17,C25872,Dennis Miller,Female,65,UK,Paris,Puma Berlin,Website,Running Shoes,Puma Sports Shoes 70,SKU656011,2,9939.0,12015.26,Net Banking,4.0,Delivered - Not Returned,AED,274,19878.0,7862.74
PUMA116203,2023-09-28,C46605,Gerald Mccarty,Female,61,UAE,Mumbai,Puma Mumbai,Store,Accessories,Puma Accessories 94,SKU267196,2,9319.0,9352.65,UPI,4.0,Late Delivery,AED,998,18638.0,9285.35
PUMA103545,2024-09-13,C19792,Anthony Kelley,Male,63,UAE,Berlin,Puma Mumbai,Website,Sports Shoes,Puma Track Pants 43,SKU969960,1,1762.0,1490.83,Net Banking,4.0,Delivered - Not Returned,INR,712,1762.0,271.17
PUMA115239,2023-11-13,C26466,Timothy Dougherty,Male,26,UK,Mumbai ,Puma Berlin,Website,Accessories,Puma Accessories 7,SKU649264,1,2875.0,2340.3,Net Banking,4.0,Not Specified,GBP,161,2875.0,534.7
PUMA123106,2023-09-07,C36492,Hannah Lewis,Female,27,USA,New York,Puma Mumbai,Store,Running Shoes,Puma Running Shoes 94,SKU853033,5,5531.0,21480.85,UPI,4.0,Not Specified,GBP,770,27655.0,6174.15
PUMA131896,2025-04-19,C77164,Andrew Weaver,Male,50,India,Berlin,Puma Mumbai,Website,Running Shoes,Puma Accessories 73,SKU309666,10,2034.0,15766.79,UPI,1.0,Changed Mind,INR,642,20340.0,4573.21
PUMA138533,2024-12-20,C27812,Unknown,Male,20,Australia,Mumbai ,Puma Mumbai,Store,Running Shoes,Puma Jackets 61,SKU681683,1,9828.0,8056.48,Card,5.0,Not Specified,GBP,869,9828.0,1771.52
PUMA117594,2024-04-15,C23161,Jennifer Ferguson,Male,39,France,Sydney,Puma NYC,Mobile App,Accessories,Puma Running Shoes 59,SKU866477,1,2648.0,2073.57,Net Banking,4.0,Wrong Size,AED,748,2648.0,574.43
PUMA143752,2025-10-02,C17535,Christine Price,Female,64,France,Mumbai ,Puma London,Marketplace,Track Pants,Puma T-Shirts 20,SKU401275,7,3940.0,23008.55,Cash,2.0,Delivered - Not Returned,AED,783,27580.0,4571.45
PUMA133677,2023-07-14,C29384,Christopher Smith,Male,63,France,New York,Puma Mumbai,Marketplace,Jackets,Puma Track Pants 48,SKU722907,9,10074.0,47454.44,UPI,4.0,Not Specified,GBP,20,90666.0,43211.56
PUMA103813,2023-11-01,C97665,Jeffrey Gray,Male,21,UK,Delhi,Puma Mumbai,Mobile App,Jackets,Puma Accessories 51,SKU806598,4,9027.0,27687.69,Card,2.0,Wrong Size,USD,22,36108.0,8420.31
PUMA143420,2025-08-28,C17626,Diane Johnson,Female,16,India,Dubai,Puma Berlin,Website,Sports Shoes,Puma T-Shirts 14,SKU296196,8,1841.0,8396.3,Net Banking,4.0,Changed Mind,AED,133,14728.0,6331.7
PUMA147219,2023-03-05,C32752,Michael Turner,Female,50,UK,Berlin,Puma Berlin,Mobile App,T-Shirts,Puma Sports Shoes 69,SKU783483,4,6643.0,16069.0,UPI,5.0,Delivered - Not Returned,GBP,826,26572.0,10503.0
PUMA115740,2024-05-01,C64809,Thomas Peterson,Female,49,UK,Delhi,Puma Mumbai,Marketplace,Running Shoes,Puma Jackets 12,SKU198218,10,8000.0,67945.07,PayPal,4.0,Not Specified,GBP,744,80000.0,12054.93
PUMA118163,2023-10-15,C82992,Anthony Carlson,Female,36,Germany,Delhi,Puma Delhi,Store,T-Shirts,Puma Track Pants 65,SKU237632,9,8343.0,53381.13,Card,2.0,Not Specified,AED,117,75087.0,21705.87
PUMA121123,2023-03-09,C98863,Unknown,Female,30,UAE,Mumbai ,Puma Mumbai,Mobile App,Accessories,Puma Jackets 45,SKU437066,9,10657.0,78125.5,PayPal,4.0,Wrong Size,USD,932,95913.0,17787.5
PUMA123816,2024-02-15,C54070,Anthony Lee MD,Female,57,Germany,Mumbai,Puma Dubai,Website,Track Pants,Puma T-Shirts 68,SKU404016,1,6530.0,3703.77,Cash,4.0,Late Delivery,USD,137,6530.0,2826.23
PUMA138350,2023-05-26,C69432,Stephen Williams,Female,19,UK,London,Puma Dubai,Marketplace,Track Pants,Puma Running Shoes 15,SKU806444,10,2939.0,15602.08,Cash,2.0,Not Specified,GBP,872,29390.0,13787.92
PUMA109730,2023-11-15,C16684,Cynthia Gonzalez,Female,56,UAE,Delhi,Puma Mumbai,Website,T-Shirts,Puma Track Pants 53,SKU580693,5,10719.0,37044.47,Net Banking,5.0,Changed Mind,AED,920,53595.0,16550.53
PUMA120247,2025-08-25,C78775,Victoria Glass,Male,55,Australia,London,Puma Delhi,Website,Running Shoes,Puma Sports Shoes 35,SKU527943,3,5200.0,8005.77,Net Banking,4.0,Not Specified,USD,333,15600.0,7594.23
PUMA130283,2023-12-03,C92491,Christopher West,Female,22,Australia,New York,Puma NYC,Store,T-Shirts,Puma Sports Shoes 14,SKU210372,8,11289.0,48283.53,PayPal,4.0,Not Specified,INR,153,90312.0,42028.47
PUMA118932,2025-07-20,C95620,Tammy Harrison,Male,19,USA,New York,Puma Delhi,Website,Accessories,Puma Running Shoes 61,SKU495722,8,11352.0,61709.39,PayPal,1.0,Wrong Size,USD,497,90816.0,29106.61
PUMA118981,2025-01-07,C66345,Mark Moore,Female,56,Germany,New York,Puma Mumbai,Website,Sports Shoes,Puma Running Shoes 85,SKU800550,9,10779.0,44922.16,Cash,1.0,Changed Mind,AED,733,97011.0,52088.84
PUMA137556,2025-09-24,C43654,Matthew Gonzalez,Male,20,France,Dubai,Puma NYC,Mobile App,T-Shirts,Puma Accessories 80,SKU277417,7,5501.0,17570.31,Card,5.0,Damaged,USD,840,38507.0,20936.69
PUMA136013,2023-08-10,C43360,Samantha Sanchez,Male,40,Australia,Delhi,Puma Mumbai,Marketplace,Track Pants,Puma Accessories 51,SKU571407,5,1934.0,6656.35,Card,2.0,Wrong Size,USD,283,9670.0,3013.65
PUMA108888,2024-02-11,C71084,John Crawford,Female,47,Germany,London,Puma London,Website,T-Shirts,Puma Sports Shoes 26,SKU106764,8,10717.0,46057.6,PayPal,3.0,Delivered - Not Returned,USD,661,85736.0,39678.4
PUMA111325,2023-02-06,C56432,Benjamin Kelley,Female,59,France,Berlin,Puma Delhi,Mobile App,Track Pants,Puma Track Pants 67,SKU384730,8,3877.0,20879.93,Card,4.0,Late Delivery,EUR,367,31016.0,10136.07
PUMA144740,2025-03-13,C23169,Preston Walsh,Female,63,UAE,Delhi,Puma Dubai,Store,Sports Shoes,Puma Sports Shoes 55,SKU336126,1,4040.0,2281.76,Card,3.0,Wrong Size,GBP,4,4040.0,1758.24
PUMA134637,2023-09-17,C56584,Rose Hopkins,Female,61,France,Sydney,Puma Berlin,Marketplace,Sports Shoes,Puma Accessories 34,SKU969621,8,10306.0,65685.36,Card,4.0,Changed Mind,USD,831,82448.0,16762.64
PUMA118306,2024-01-16,C72034,Brittany Hall,Female,31,UK,Mumbai,Puma Dubai,Website,T-Shirts,Puma Jackets 44,SKU648878,10,10619.0,88203.17,UPI,3.0,Damaged,GBP,886,106190.0,17986.83
PUMA135050,2024-09-01,C90189,John Rodriguez,Female,50,Germany,Berlin,Puma NYC,Mobile App,Accessories,Puma Running Shoes 9,SKU858081,4,8539.0,16400.65,UPI,1.0,Damaged,AED,898,34156.0,17755.35
PUMA102434,2025-12-17,C91338,Christopher Moore,Female,28,Germany,Sydney,Puma Mumbai,Store,Accessories,Puma Sports Shoes 17,SKU902389,10,2121.0,17195.03,Card,5.0,Not Specified,INR,0,21210.0,4014.97
PUMA125116,2025-09-21,C70573,Matthew Christian,Female,36,UAE,Paris,Puma Dubai,Mobile App,Accessories,Puma Running Shoes 29,SKU193339,3,8490.0,13022.28,PayPal,4.0,Not Specified,INR,386,25470.0,12447.72
PUMA131010,2024-12-06,C32711,Scott Thompson,Male,21,France,Paris,Puma Mumbai,Store,Running Shoes,Puma Accessories 81,SKU481209,10,6955.0,38376.34,PayPal,1.0,Damaged,INR,927,69550.0,31173.66
PUMA139939,2024-07-11,C57060,Philip Jones,Male,61,France,Mumbai,Puma London,Website,Sports Shoes,Puma Running Shoes 93,SKU463699,6,11363.0,33902.14,Net Banking,1.0,Not Specified,GBP,548,68178.0,34275.86
PUMA122609,2024-02-15,C21045,Franklin Salazar,Male,45,USA,New York,Puma Delhi,Marketplace,Track Pants,Puma Running Shoes 83,SKU981959,4,3198.0,6811.04,Cash,4.0,Damaged,GBP,158,12792.0,5980.96
PUMA149667,2024-04-07,C55488,Sheri Walsh,Female,65,France,Sydney,Puma Mumbai,Marketplace,Track Pants,Puma Running Shoes 66,SKU843893,4,587.0,1208.06,UPI,1.0,Wrong Size,EUR,364,2348.0,1139.94
PUMA124468,2023-09-24,C96670,Lonnie Davis,Male,50,UAE,New York,Puma Berlin,Store,Track Pants,Puma Jackets 18,SKU519762,4,9054.0,18068.19,Cash,4.0,Changed Mind,AED,874,36216.0,18147.81
PUMA134677,2023-11-07,C91780,Kelly Little,Female,61,USA,Delhi,Puma Dubai,Marketplace,T-Shirts,Puma Track Pants 53,SKU449839,7,10543.0,59673.43,Card,1.0,Changed Mind,GBP,718,73801.0,14127.57
PUMA111586,2025-09-18,C18040,Joseph Sloan,Male,46,France,London,Puma London,Mobile App,Track Pants,Puma Accessories 42,SKU508979,6,6047.0,25861.31,Cash,4.0,Not Specified,EUR,707,36282.0,10420.69
PUMA140481,2025-01-12,C47253,Melissa Washington,Female,51,India,Mumbai ,Puma Mumbai,Store,Track Pants,Puma Sports Shoes 78,SKU915252,6,8653.0,40126.11,PayPal,4.0,Late Delivery,EUR,111,51918.0,11791.89
PUMA113148,2023-11-29,C99541,Danielle Rocha,Male,53,Australia,Mumbai,Puma Berlin,Store,T-Shirts,Puma T-Shirts 73,SKU717050,7,3907.0,14080.08,Cash,4.0,Damaged,INR,503,27349.0,13268.92
PUMA108402,2025-03-27,C32638,Unknown,Male,25,India,Sydney,Puma Mumbai,Store,Jackets,Puma T-Shirts 8,SKU137419,3,9864.0,16150.72,UPI,3.0,Not Specified,EUR,984,29592.0,13441.28
PUMA131146,2023-12-04,C79664,Bryce Payne,Male,43,UK,London,Puma Mumbai,Mobile App,Accessories,Puma T-Shirts 70,SKU318310,6,10290.0,37268.4,Cash,3.0,Wrong Size,EUR,916,61740.0,24471.6
PUMA134456,2025-06-12,C43338,Unknown,Male,61,UK,Bangalore,Puma Mumbai,Marketplace,Jackets,Puma Sports Shoes 99,SKU499544,3,3002.0,4831.24,UPI,5.0,Not Specified,GBP,884,9006.0,4174.76
PUMA110192,2025-06-25,C26140,Unknown,Male,56,India,Delhi,Puma Mumbai,Website,T-Shirts,Puma T-Shirts 50,SKU159079,8,6028.0,38877.53,UPI,4.0,Not Specified,AED,448,48224.0,9346.47
PUMA129533,2024-11-16,C76382,Natasha Davis,Female,52,UAE,London,Puma London,Marketplace,Track Pants,Puma Accessories 90,SKU486886,4,5982.0,18924.75,PayPal,4.0,Late Delivery,GBP,558,23928.0,5003.25
PUMA119078,2024-11-13,C54705,Samuel Delgado,Female,37,UAE,New York,Puma Mumbai,Marketplace,Accessories,Puma T-Shirts 65,SKU828888,2,11932.0,15647.28,Card,2.0,Not Specified,EUR,472,23864.0,8216.72
PUMA146123,2025-01-02,C41862,Kyle Stevens,Male,52,UK,Dubai,Puma Mumbai,Website,T-Shirts,Puma Track Pants 99,SKU191079,5,2076.0,7535.77,PayPal,4.0,Changed Mind,USD,829,10380.0,2844.23
PUMA115149,2024-09-02,C61163,David Kramer,Female,51,France,New York,Puma Mumbai,Marketplace,Track Pants,Puma T-Shirts 92,SKU669280,6,11956.0,38429.67,Cash,4.0,Not Specified,EUR,379,71736.0,33306.33
PUMA147891,2024-01-07,C47214,Veronica Hudson,Female,49,France,Mumbai,Puma NYC,Store,Running Shoes,Puma T-Shirts 98,SKU921327,5,10664.0,42672.05,Net Banking,4.0,Damaged,AED,924,53320.0,10647.95
PUMA103423,2023-07-02,C68341,Sherry Tran,Male,50,USA,Mumbai ,Puma Mumbai,Marketplace,Jackets,Puma Sports Shoes 35,SKU292728,9,3344.0,25041.95,Cash,2.0,Changed Mind,INR,656,30096.0,5054.05
PUMA115224,2024-09-10,C30550,Danielle Martinez,Female,17,France,Delhi,Puma NYC,Website,Sports Shoes,Puma Track Pants 33,SKU124807,5,9900.0,24352.31,Card,2.0,Wrong Size,INR,717,49500.0,25147.69
PUMA132092,2025-09-10,C23588,Wanda Spence,Female,52,UAE,New York,Puma Mumbai,Store,Running Shoes,Puma Sports Shoes 69,SKU567080,10,1001.0,4821.27,PayPal,2.0,Changed Mind,USD,183,10010.0,5188.73
PUMA123748,2024-07-26,C73529,Rachel Lewis DDS,Female,22,India,London,Puma Berlin,Website,Track Pants,Puma Running Shoes 22,SKU950080,5,2834.0,9235.16,Cash,1.0,Late Delivery,EUR,179,14170.0,4934.84
PUMA141453,2024-04-03,C30867,David Pineda,Female,60,USA,Berlin,Puma Delhi,Store,Sports Shoes,Puma Sports Shoes 41,SKU847907,10,9065.0,55743.81,Card,2.0,Changed Mind,GBP,204,90650.0,34906.19
PUMA117026,2025-10-25,C33393,Christopher Miller,Female,34,UK,Sydney,Puma Mumbai,Mobile App,T-Shirts,Puma Running Shoes 21,SKU299732,5,2641.0,10168.04,Net Banking,4.0,Late Delivery,GBP,279,13205.0,3036.96
PUMA101540,2025-12-06,C69333,Brittany Barnett,Male,33,France,Delhi,Puma Mumbai,Marketplace,Sports Shoes,Puma Track Pants 28,SKU761576,5,4109.0,13227.23,Net Banking,4.0,Not Specified,AED,913,20545.0,7317.77
PUMA142777,2023-10-27,C38632,Gregory Robinson,Female,37,USA,Mumbai,Puma Dubai,Store,T-Shirts,Puma Track Pants 43,SKU250310,5,7191.0,29765.58,Card,1.0,Delivered - Not Returned,EUR,345,35955.0,6189.42
PUMA149042,2025-04-19,C64201,Tracie Thomas,Female,18,UAE,Paris,Puma NYC,Marketplace,Running Shoes,Puma Track Pants 85,SKU715524,9,6201.0,27925.4,Net Banking,5.0,Delivered - Not Returned,AED,461,55809.0,27883.6
PUMA142296,2023-07-01,C84766,Unknown,Female,19,Germany,Delhi,Puma Berlin,Mobile App,T-Shirts,Puma Jackets 67,SKU552795,2,8629.0,10555.84,Card,4.0,Changed Mind,EUR,927,17258.0,6702.16
PUMA102033,2025-02-01,C49439,Monica Wilson,Male,62,UK,Paris,Puma Dubai,Store,Jackets,Puma T-Shirts 34,SKU874613,8,1983.0,9507.54,UPI,4.0,Not Specified,AED,71,15864.0,6356.46
PUMA136067,2025-08-14,C51834,Kimberly Anthony,Female,28,UAE,London,Puma Mumbai,Mobile App,Accessories,Puma Running Shoes 62,SKU863456,5,7562.0,18375.58,PayPal,3.0,Not Specified,AED,243,37810.0,19434.42
